source	target	weight	module1	module2
S100A8	S100A9	0.9624705887796632	magenta	magenta
PECAM1	S1PR1	0.962444144822068	darkred	darkred
RNASEH2CP1	SRY	0.9618664645500988	bisque4	bisque4
IGHG1	IGKC	0.9613477756058256	lightyellow	lightyellow
ASMTL-AS1	LINC00106	0.9611714307494604	bisque4	bisque4
S100A7	S100A7A	0.9611015942977833	magenta	magenta
AC079250.1	RPL18AP3	0.9610675866128734	black	black
CD3D	CD3E	0.9610545804154476	green	green
GAPDHP40	GAPDHP65	0.9609526295116749	plum1	plum1
COL6A3	PDGFRB	0.9607890571636614	greenyellow	greenyellow
LMOD1	PLN	0.9604873804165178	brown	brown
AC007342.5	AC007342.9	0.9600882401581554	brown	brown
COL5A1	COL5A2	0.9600172633334108	greenyellow	greenyellow
GAPDHP60	GAPDHP63	0.9598000362413607	plum1	plum1
COL3A1	SPARC	0.9593874053731293	greenyellow	greenyellow
COL1A2	COL5A2	0.9590805756043923	greenyellow	greenyellow
AC011297.1	TBL1Y	0.9589864717019745	bisque4	bisque4
AC009245.1	AC115223.1	0.9588109218480484	black	black
AC007342.4	AC007342.8	0.9587737810335087	grey	grey
COL3A1	POSTN	0.9585615338067348	greenyellow	greenyellow
AC244102.4	MAGEA6	0.9583780740936143	yellowgreen	yellowgreen
CD2	CD3D	0.9583678783990872	green	green
IGLL5	MZB1	0.9582671517942718	lightyellow	lightyellow
AL358394.1	AL512324.3	0.9582522581185086	floralwhite	floralwhite
GAPDHP1	GAPDHP65	0.9579947485715565	plum1	plum1
COL1A2	COL5A1	0.9578369276906623	greenyellow	greenyellow
RPS4Y1	ZFY	0.9577244995963173	bisque4	bisque4
EEF1A1P17	EEF1A1P7	0.9576463307126335	black	black
COL1A2	POSTN	0.9574148565678424	greenyellow	greenyellow
C5orf38	IRX2	0.9572698137988819	yellow	yellow
DEFB103A	DEFB103B	0.9571698157106151	magenta	magenta
MYL9	TAGLN	0.9571103950879686	brown	brown
AC010889.1	TXLNGY	0.9569880541263419	bisque4	bisque4
AP000350.6	MIF-AS1	0.9568578222642351	grey	grey
AC022150.2	ZNF137P	0.9565070893277644	darkmagenta	darkmagenta
GAPDHP40	GAPDHP63	0.9564264313330264	plum1	plum1
GAPDHP40	GAPDHP72	0.956374323118054	plum1	plum1
RPL7AP30	RPL7AP6	0.9562395846751005	black	black
AL365357.1	AL591846.1	0.9558430778987709	red	red
ARHGEF15	PECAM1	0.95569341913871	darkred	darkred
FCER1G	TYROBP	0.9555704601885763	green	green
FTH1P2	FTH1P5	0.9555150636445502	black	black
CD74	HLA-DMA	0.9554962652474093	green	green
AL049873.1	RPL31P49	0.9550458464911882	black	black
AKR1C7P	LINC02561	0.954665054172636	red	red
DDX3Y	KDM5D	0.9545464941962343	bisque4	bisque4
GAPDHP60	GAPDHP65	0.954475762148256	plum1	plum1
EEF1A1P13	EEF1A1P24	0.9543948724375715	black	black
AC009271.1	AC009271.2	0.9543608188542856	purple	purple
HLA-DMB	HLA-DRA	0.954308135496962	green	green
UGT1A1	UGT1A6	0.9542991041319184	red	red
AC060766.1	SLFN12	0.954288150959093	green	green
GAPDHP40	GAPDHP60	0.9541653055203599	plum1	plum1
CD34	DIPK2B	0.953833878906013	darkred	darkred
ZNF816	ZNF888	0.9537599778702397	black	black
ITK	P2RY10	0.9535186415703193	green	green
FABP5P10	FABP5P11	0.9533839574338949	yellow	yellow
GAPDHP1	GAPDHP63	0.9530262452312772	plum1	plum1
ADGRL4	ARHGEF15	0.9528651690015097	darkred	darkred
ACTG2	LMOD1	0.9528501217125844	brown	brown
FABP5P10	FABP5P2	0.9526846923451036	yellow	yellow
IGKC	IGLL5	0.9526733279663375	lightyellow	lightyellow
AL033519.3	RPS15AP1	0.9523581363622091	midnightblue	midnightblue
FAR2P4	KLF2P4	0.952341995155792	cyan	cyan
COL3A1	COL5A2	0.9523374219102126	greenyellow	greenyellow
PRSS1	PRSS2	0.9521696967224204	blue	blue
PGM5	SORBS1	0.9519589534885352	brown	brown
AC021683.1	AC021683.2	0.9518494127824844	brown	brown
CD3D	CD3G	0.9514112130277081	green	green
FAM83A	FAM83A-AS1	0.9509102875341287	yellow	yellow
ANKS4B	MYO1A	0.9508982456571464	blue	blue
RPL7AP30	RPL7AP66	0.9508133069400827	black	black
ACTA2	TAGLN	0.9505860093028229	brown	brown
LINC02837	SRP72P1	0.9503298137030467	floralwhite	floralwhite
GAPDHP1	GAPDHP72	0.9498506952121781	plum1	plum1
CD53	EVI2B	0.9497412124430573	green	green
CMPK2	RSAD2	0.9497357169949606	violet	violet
ADGRL4	CD34	0.949534791471752	darkred	darkred
CDH5	PECAM1	0.9494825615137206	darkred	darkred
AC139769.1	ZNF681	0.9494269679666439	darkmagenta	darkmagenta
COL6A1	COL6A2	0.9493276451821228	greenyellow	greenyellow
ZIC1	ZIC4	0.9492819931046441	royalblue	royalblue
AC060766.7	SLFN12	0.9492710424278203	green	green
CSAG4	MAGEA12	0.949171089311258	yellowgreen	yellowgreen
EEF1A1P7	EEF1A1P9	0.9490839825350179	black	black
ITGAL	WAS	0.9490572867700376	green	green
ZNF137P	ZNF701	0.9490079054611497	darkmagenta	darkmagenta
KRT16P4	KRT16P5	0.9490022999403838	yellow	yellow
EEF1A1P13	EEF1A1P22	0.9488323654009039	black	black
LHX1	LHX1-DT	0.9486879502093867	yellow	yellow
CAAP1	PLAA	0.9486737649769647	darkgrey	darkgrey
KRT8P33	KRT8P45	0.9484897709445393	blue	blue
FABP5	FABP5P2	0.9484655577275092	yellow	yellow
CDH5	ESAM	0.9484623664173086	darkred	darkred
HLA-DRA	HLA-DRB1	0.9482514025066623	green	green
AL627309.6	AL627309.7	0.9479369778192434	red	red
ITK	PTPRC	0.9478534066215749	green	green
PPIAP11	PPIAP31	0.9477302142337763	black	black
IGKV1-39	IGKV1D-39	0.9476187504968558	lightyellow	lightyellow
AC092329.4	IPO5P1	0.9474240063251929	darkmagenta	darkmagenta
CD74	HLA-DRB1	0.9473575008706503	green	green
FAR2P1	KLF2P1	0.9471679661766752	cyan	cyan
RPL39P15	RPL39P3	0.9470647868006539	black	black
CYP2C9	MTND4P20	0.9469805850688926	lavenderblush3	lavenderblush3
ADGRL4	TIE1	0.9468516792498701	darkred	darkred
COL1A1	COL5A2	0.946680339148728	greenyellow	greenyellow
ADGRF5	ADGRL4	0.9466005684939834	darkred	darkred
ANKS4B	HNF1A	0.9465633229919008	blue	blue
EEF1A1P13	EEF1A1P16	0.9465446867213193	black	black
ADGRL4	DIPK2B	0.946519356109266	darkred	darkred
MSH5	RNU6-850P	0.9463278380165219	turquoise	turquoise
KRT17	KRT17P1	0.9462879144274445	yellow	yellow
ACKR1	SELP	0.9462855907546075	brown	brown
EEF1A1P17	EEF1A1P9	0.9460255029785987	black	black
AL365181.2	AL365181.3	0.9459316987139877	grey	grey
TXLNGY	UTY	0.9458907361176395	bisque4	bisque4
KDM5D	UTY	0.9457384020707906	bisque4	bisque4
HOXD10	HOXD11	0.9455776735841069	blue	blue
FABP5P1	FABP5P3	0.9454561253269365	yellow	yellow
DSCR4	DSCR4-IT1	0.94542270882647494	brown4	brown4
GAPDHP60	GAPDHP72	0.9452030307487171	plum1	plum1
CD2	TRBC1	0.9451920599332457	green	green
EEF1A1P14	EEF1A1P9	0.9451788089392275	black	black
DUX4L50	MIR4477B	0.9449492092128405	blue	blue
EEF1A1P13	EEF1A1P14	0.94488355273753	black	black
ANKRD18B	SNX18P7	0.9448548390163989	blue	blue
HLA-DMA	HLA-DRA	0.9447728932678658	green	green
ADAMTS12	COL1A2	0.9447300734873657	greenyellow	greenyellow
SPRR2D	SPRR2E	0.9445625316110191	magenta	magenta
RPL10P6	RPL10P9	0.944532252445061	grey	grey
ARHGEF15	TIE1	0.9445048679389241	darkred	darkred
AC022893.2	KCNB2	0.9444278668170272	brown	brown
MAGEA3	MAGEA6	0.9443543922986609	yellowgreen	yellowgreen
ANKS4B	HNF1A-AS1	0.9441911686663681	blue	blue
COL1A2	THY1	0.9441258773624318	greenyellow	greenyellow
SMIM6	TM4SF5	0.9440273951795355	blue	blue
C1QA	C1QC	0.9438789217825616	green	green
AC005261.5	ZNF460	0.9437241940730612	lightcyan1	lightcyan1
ADAMTS12	COL6A3	0.9436359852981345	greenyellow	greenyellow
DDX3Y	TXLNGY	0.9435572527687087	bisque4	bisque4
KRT7	KRT7-AS	0.9434963922123	yellow	yellow
CD34	CLEC14A	0.9434256090554144	darkred	darkred
KRT5	MIR205HG	0.9433482291739829	yellow	yellow
AC044787.1	RPL7AP66	0.9431880846177263	black	black
HMGN2	HMGN2P5	0.9430790145485961	tan	tan
SPRR2A	SPRR2E	0.9430652646279168	magenta	magenta
TXNP1	TXNP4	0.9428820294430054	red	red
GAPDHP38	GAPDHP63	0.9428444162180247	plum1	plum1
HLA-DMA	HLA-DMB	0.9428377050979704	green	green
AC024075.1	AC024075.3	0.9428003435024044	brown	brown
COL3A1	COL5A1	0.9427720619213353	greenyellow	greenyellow
KRT17	KRT17P6	0.9425863726009885	yellow	yellow
ARHGEF15	CD34	0.9425758793334108	darkred	darkred
COL3A1	CTSK	0.9425269931862208	greenyellow	greenyellow
AC015849.5	LRRC37A9P	0.9425198933409293	grey60	grey60
DUOX2	DUOXA2	0.9424851866580476	brown	brown
SLC17A4	SLC39A5	0.9422893254398691	blue	blue
KRT16P1	KRT16P3	0.9422346821421648	magenta	magenta
ADAMTS12	COL5A1	0.9421782861883582	greenyellow	greenyellow
EEF1A1P38	EEF1A1P9	0.942122781732487	black	black
HOXD-AS2	HOXD10	0.9421158387351435	blue	blue
ADGRL4	CD93	0.9420713678102495	darkred	darkred
FTH1P23	FTH1P5	0.9420594564436865	black	black
DES	MYH11	0.942047903029146	brown	brown
MRPL36	NDUFS6	0.9420312854003186	paleturquoise	paleturquoise
HLA-DPB1	HLA-DRA	0.9419768679433204	green	green
AC092279.1	AC092279.2	0.9419720691620168	darkmagenta	darkmagenta
EPS8L3	LGALS4	0.9418030372805921	blue	blue
ADAMTS12	COL5A2	0.9415153539942787	greenyellow	greenyellow
DSC3	PKP1	0.9414722202807785	yellow	yellow
EEF1A1P29	EEF1A1P9	0.9414605249741919	black	black
ADGRL4	PECAM1	0.9414226404275968	darkred	darkred
COL1A1	SPARC	0.9412746706937674	greenyellow	greenyellow
YWHAZP2	YWHAZP5	0.9412550331581406	sienna3	sienna3
AC005722.3	SLC47A2	0.9411105000856328	red	red
COL1A2	CTSK	0.9409587744722826	greenyellow	greenyellow
CCDC144A	USP32P1	0.9406525785851542	blue	blue
CDH5	TEK	0.9406214253662825	darkred	darkred
EEF1A1P24	EEF1A1P9	0.940566296765285	black	black
EEF1A1P13	EEF1A1P7	0.940490212026803	black	black
AC007255.1	PRR15	0.9403663651777604	blue	blue
ESAM	PLVAP	0.9402611537651256	darkred	darkred
AL512324.3	AL512324.6	0.9401772503334421	floralwhite	floralwhite
AC011503.2	ZNF726	0.9401448075912644	darkmagenta	darkmagenta
ADGRF5	CD93	0.9401234062311973	darkred	darkred
IGHG1	MZB1	0.9399835090326488	lightyellow	lightyellow
ADGRF5	GPR4	0.9398368894561449	darkred	darkred
DHRS4	DHRS4L2	0.939822740035626	blue	blue
AC104619.3	EEF1A1P13	0.939729780535958	black	black
FCRL5	MZB1	0.9396887963372814	lightyellow	lightyellow
EPS8L3	MUC13	0.9395471251901609	blue	blue
SPRR2B	SPRR2E	0.9394671647292206	magenta	magenta
HNF1A-AS1	MIR194-2HG	0.9393449106261199	blue	blue
MTRNR2L12	MTRNR2L8	0.9393070229490751	plum2	plum2
CIBAR1	CIBAR1P1	0.939296034888419	blue	blue
MIR570	MUC20-OT1	0.9392612841060864	red	red
AC023310.4	NBEAP1	0.939193173768614	darkgrey	darkgrey
FABP5	FABP5P11	0.9390540667443671	yellow	yellow
AL049873.1	RPL31P17	0.93904642776753	black	black
SSBL3P1	SSBP3	0.9390445191840234	grey	grey
GAPDHP38	GAPDHP65	0.9390063027372656	plum1	plum1
COL6A3	VCAN	0.9389984725119677	greenyellow	greenyellow
PPIAP31	PPIAP6	0.9388420256263704	black	black
AC114956.1	C5orf34-AS1	0.9388192743920915	floralwhite	floralwhite
DOCK2	PTPRC	0.938800504044174	green	green
EVI2B	PTPRC	0.9387175225123985	green	green
AC097521.1	LINC02492	0.9386896244649511	brown4	brown4
SH3RF3	SH3RF3-AS1	0.9386779526833274	brown	brown
COL1A1	POSTN	0.9385601761409319	greenyellow	greenyellow
FEZF1	FEZF1-AS1	0.9385240143605128	red	red
EVI2B	NCKAP1L	0.9384792813389774	green	green
COL4A1	COL4A2	0.9383858977990639	skyblue3	skyblue3
AC114812.3	DNAJB3	0.938248793978292	red	red
AL365181.2	BCAN	0.9382277659187137	grey	grey
HBA1	HBA2	0.9382250557682489	grey	grey
FTH1P12	FTH1P2	0.938136506101964	black	black
HSPD1P1	HSPD1P4	0.9379241798665112	sienna3	sienna3
FTH1P2	FTH1P7	0.9377770918532893	black	black
CTLA4	ICOS	0.9376508367827893	green	green
AC106771.1	LINC01194	0.9375312400913338	yellowgreen	yellowgreen
DACT3	TAGLN	0.9374379028814638	brown	brown
HLA-DMA	HLA-DRB1	0.9373838852219715	green	green
AC018695.6	AC018695.9	0.9373296094460184	yellow	yellow
EPS8L3	HNF4A	0.9372011810935538	blue	blue
HLA-DMB	HLA-DPB1	0.9371322888751891	green	green
SERPINB3	SERPINB4	0.937108342192931	magenta	magenta
ARHGEF15	MYCT1	0.9369953367542897	darkred	darkred
KRT8P3	KRT8P33	0.936989924948671	blue	blue
DSG3	PKP1	0.9369385524329643	yellow	yellow
AL136126.1	RPS24P8	0.9368603176868584	black	black
CD48	ITGAL	0.9368531277149011	green	green
SPRR2A	SPRR2D	0.9368512042951478	magenta	magenta
MYOCD	SORBS1	0.9368389715782112	brown	brown
ADAMTS12	SPARC	0.9368075207529616	greenyellow	greenyellow
AC018767.2	LINC02152	0.936769567172319	darkgrey	darkgrey
EEF1A1P14	EEF1A1P7	0.936447579596131	black	black
SLC25A24P1	SLC25A24P2	0.9363904402917066	darkslateblue	darkslateblue
ADGRL4	ESAM	0.9362495542210476	darkred	darkred
FTH1P11	FTH1P23	0.9362487573901724	black	black
DDX3Y	EIF1AY	0.9362323053862667	bisque4	bisque4
CD74	HLA-DMB	0.9360166023441386	green	green
FTH1P2	FTH1P23	0.9359949587585238	black	black
AC018865.2	KLF2P1	0.9359824864224477	cyan	cyan
COL3A1	COL6A3	0.9359158264432539	greenyellow	greenyellow
AKR1B10	AKR1C2	0.9358491277460576	red	red
DSC3	DSG3	0.9358395139714354	yellow	yellow
SPRR1A	SPRR1B	0.9357827705900891	magenta	magenta
AC044787.1	RPL7AP6	0.935770196792392	black	black
AC055758.1	AC055758.2	0.9357690800068303	red	red
TMEM176A	TMEM176B	0.935694196178794	blue	blue
KRT17	KRT17P3	0.9356558148427002	yellow	yellow
DIPK2B	MYCT1	0.9355782063728448	darkred	darkred
AC104619.3	EEF1A1P9	0.9355372368487329	black	black
YWHAZP3	YWHAZP5	0.9355067194216399	sienna3	sienna3
AKR1C3	OSGIN1	0.935498568904343	red	red
TXLNGY	USP9Y	0.935387219719267	bisque4	bisque4
LMOD1	MYH11	0.9352644519444409	brown	brown
FAM106A	USP32P2	0.9352341635228316	grey	grey
EEF1A1P17	EEF1A1P29	0.9352298255738514	black	black
COL3A1	CPXM1	0.935219456122899	greenyellow	greenyellow
CT45A10	SAGE1	0.9351538738907428	cyan	cyan
AOC3	LMOD1	0.9350710859050648	brown	brown
TBX21	TRAC	0.9350585519491335	green	green
AL357033.3	AL357033.4	0.9350355635411582	blue	blue
EPS8L3	SPINK1	0.9349672738154674	blue	blue
CES1	CES1P1	0.9349460179440149	red	red
KDM5D	USP9Y	0.934938143844323	bisque4	bisque4
AC010889.1	KDM5D	0.9348975758923544	bisque4	bisque4
CD1A	CD207	0.9347864561590987	blue	blue
FABP5P3	FABP5P7	0.9347643165125382	yellow	yellow
GJB1	HNF1B	0.9347542782842826	blue	blue
FCRL5	IGKC	0.9347211060776142	lightyellow	lightyellow
AC115522.1	LYPD5	0.9346209409319715	yellow	yellow
COL1A2	CPXM1	0.934554537810581	greenyellow	greenyellow
MAGEA4	MAGEA4-AS1	0.9345251905762464	cyan	cyan
AEBP1	GLT8D2	0.9344862246857839	greenyellow	greenyellow
FCGR1A	FCGR3A	0.9343805233563098	green	green
DIPK2B	PECAM1	0.9343792189899385	darkred	darkred
SPARC	THY1	0.9343746098110755	greenyellow	greenyellow
COL1A1	THY1	0.934316695325593	greenyellow	greenyellow
KRT5	TP63	0.9342410047328977	yellow	yellow
CD34	ESAM	0.9341719731061077	darkred	darkred
ANKRD20A11P	CYP4F29P	0.9340807135971637	grey	grey
CDH5	MYCT1	0.9340540307398747	darkred	darkred
AC010889.1	EIF1AY	0.9338727084730577	bisque4	bisque4
AC069061.2	VN1R71P	0.9338550469602946	cyan	cyan
COL5A2	SPARC	0.9338510219056815	greenyellow	greenyellow
PTPRD	PTPRD-AS1	0.933829636312133	red	red
AC011447.7	BNIP3P17	0.9337971710341697	darkmagenta	darkmagenta
AC021074.1	AC069218.1	0.9337570737338158	black	black
AC069061.2	AC129926.2	0.933739384082104	cyan	cyan
ACTA2	ACTG2	0.9337270226950558	brown	brown
GAPDHP1	GAPDHP60	0.9336099844964687	plum1	plum1
GAPDHP72	GAPDHP73	0.933470645030962	plum1	plum1
CASQ2	DES	0.9334538454052619	brown	brown
GAPDHP1	GAPDHP40	0.9334206841607436	plum1	plum1
CD93	CDH5	0.9334049827043129	darkred	darkred
AC024595.1	LINC02438	0.9333995531519054	yellowgreen	yellowgreen
CACNA1H	RASL12	0.933397582379179	brown	brown
EEF1A1P29	EEF1A1P7	0.9333074959934288	black	black
ADAM1B	TMEM116	0.9331948774580172	red	red
EEF1A1P13	EEF1A1P38	0.9331095708058126	black	black
CD53	WAS	0.9330224975826941	green	green
EVI2B	WAS	0.9328984009214296	green	green
ADGRF5	CDH5	0.9328782197501326	darkred	darkred
GAPDHP40	GAPDHP73	0.932870204380827	plum1	plum1
CD2	SIT1	0.9328468681197869	green	green
AC097658.1	RPS2P7	0.9328316972450821	paleturquoise	paleturquoise
AC044839.1	AC044839.2	0.9328034370403355	floralwhite	floralwhite
EEF1A1P38	EEF1A1P7	0.9327894118786466	black	black
COL1A2	COL6A3	0.9324885477062819	greenyellow	greenyellow
AC098850.3	CCDC144A	0.9324884374216436	blue	blue
ANKRD40CL	HNF1A-AS1	0.9323977084513755	blue	blue
EEF1A1P24	EEF1A1P7	0.9323902891584119	black	black
AC006262.1	IGFL1P1	0.9323575534471706	yellow	yellow
AC104619.3	EEF1A1P22	0.932316171139187	black	black
EPS8L3	TSPAN8	0.9322848020808554	blue	blue
IGKV1-33	IGKV1D-33	0.9321798450433199	lightyellow	lightyellow
HSP90AA2P	HSP90AA3P	0.9321554866409789	sienna3	sienna3
AL355032.1	RPL26P19	0.9320996515959649	black	black
AC233702.1	USP24P1	0.9320987144366406	darkgrey	darkgrey
LDB3	PYGM	0.9320805611013067	brown	brown
EMCN	PECAM1	0.9319442333394946	darkred	darkred
CD8A	NKG7	0.9318791213663062	green	green
CD4	NCKAP1L	0.9318495405264338	green	green
CD2	ZAP70	0.931682461794173	green	green
AC244102.3	MAGEA3	0.9316491327195077	yellowgreen	yellowgreen
AC053503.5	DES	0.931424452332336	brown	brown
DSTNP2	RPL13P5	0.9314228162674681	grey	grey
TSPY1	TSPY6P	0.9314155973917297	darkgreen	darkgreen
COL5A2	COL6A3	0.9312951433951677	greenyellow	greenyellow
FABP5P2	FABP5P3	0.9312714056463606	yellow	yellow
RPL13AP2	RPL13AP7	0.9311823640620998	midnightblue	midnightblue
CNN1	MYL9	0.9311675327489508	brown	brown
FBN1	FN1	0.9311643406162781	greenyellow	greenyellow
HAVCR2	LAIR1	0.9310121229518796	green	green
IGKV1-5	IGKV3-11	0.9309488166469255	lightyellow	lightyellow
AL365181.2	AL590666.2	0.93087214595919765	grey	grey
MTRNR2L12	MTRNR2L6	0.930846438705247	plum2	plum2
EPB41L4A	EPB41L4A-DT	0.930774138979867	maroon	maroon
AC007834.2	RN7SL441P	0.9307283555015705	magenta	magenta
CASQ2	LMOD1	0.9306955240088932	brown	brown
CD74	HLA-DPB1	0.9306921758755702	green	green
MYCT1	TIE1	0.930583730677611	darkred	darkred
PDGFRB	SPARC	0.9305736605467836	greenyellow	greenyellow
HMCN1	PDE5A	0.9305363316702804	brown	brown
ADGRF5	ESAM	0.930518167450451	darkred	darkred
EEF1A1P14	EEF1A1P24	0.9304685587302133	black	black
CD3E	TRBC1	0.930447664034609	green	green
AC024940.2	RPL13AP5	0.9304050944833216	black	black
FTH1P11	FTH1P8	0.9303926585002387	black	black
LINCR-0001	PRSS51	0.9301974127296961	blue	blue
HNF1A	MIR194-2HG	0.9301841954113244	blue	blue
TRIM10	TRIM15	0.9301078765195088	blue	blue
CD5	ITK	0.9300681611763915	green	green
EIF1AY	UTY	0.9300351117944207	bisque4	bisque4
HSPB1	HSPB1P1	0.9299776528921224	yellow	yellow
CD2	SLA2	0.9299302437701609	green	green
HNF4A	LGALS4	0.9299225376960438	blue	blue
COL6A3	POSTN	0.9299171348830599	greenyellow	greenyellow
GAPDHP35	GAPDHP69	0.9298961964140641	plum1	plum1
CD79A	FCRL5	0.929811605759298	lightyellow	lightyellow
CD2	CD3E	0.9297369401533071	green	green
NAMPT	NAMPTP1	0.92970754433271	red	red
DIPK2B	TIE1	0.9296293776071812	darkred	darkred
HSPA8P1	HSPA8P9	0.929542618462923	sienna3	sienna3
ZIC2	ZIC5	0.9294832811701801	purple	purple
ITGAL	PTPRC	0.9294763726460976	green	green
IL36B	IL36RN	0.9294302292758199	magenta	magenta
KRT5	KRT6A	0.9294277590184159	yellow	yellow
POU6F2	POU6F2-AS2	0.9294241688006732	purple	purple
HSPB7	PLN	0.929359524129245	brown	brown
AC040174.1	AC138305.1	0.9293514627925725	royalblue	royalblue
ARHGEF15	TEK	0.9291384340679812	darkred	darkred
AC116366.1	IRF1-AS1	0.9290995761002963	green	green
ADAMTS12	COL3A1	0.9290841426071434	greenyellow	greenyellow
AC078882.1	LRP1B	0.9290749784669026	red	red
KRT6A	PKP1	0.9290661190916732	yellow	yellow
CALHM5	OLFML1	0.9289788130822391	greenyellow	greenyellow
RPL27A	RPS13	0.9283981373411468	ivory	ivory
FABP5P10	FABP5P3	0.928356994833181	yellow	yellow
POSTN	SPARC	0.9283482573838762	greenyellow	greenyellow
FGA	FGG	0.9283266770046597	blue	blue
FAM30A	FCRL5	0.9283005305814097	lightyellow	lightyellow
GVINP1	ITK	0.9282933644484052	green	green
CD247	CD3G	0.9282413563300635	green	green
CD3D	SIT1	0.9282277575532719	green	green
COL1A1	CPXM1	0.9281024183337895	greenyellow	greenyellow
DSCR4-IT1	DSCR8	0.927947166225378	brown4	brown4
AL512324.6	ANKRD30BP3	0.9278802093971188	floralwhite	floralwhite
RPL3P2	RPL3P7	0.9278750089405289	black	black
CD3G	SLA2	0.9277994570612152	green	green
CLRN3	EPS8L3	0.9277180224669875	blue	blue
FABP5	FABP5P3	0.9276964327288578	yellow	yellow
ORM1	ORM2	0.9276938020480696	blue	blue
CD53	NCKAP1L	0.9276545898770407	green	green
