ID,Term_Description,Fold_Enrichment,lowest_p,project,comparison
GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",1.30770007064285,0.00290226880108549,TCGA-COAD,cluster3_vs_cluster2
GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",1.2666666666666666,0.03240292208620794,TCGA-HNSC,cluster2_vs_cluster1
GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",1.3432569033530573,8.032758430867835e-5,TCGA-LIHC,cluster2_vs_cluster1
GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",1.0848607367475291,3.023459977433689e-5,TCGA-LUAD,cluster2_vs_cluster1
GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",1.174120298145259,1.3569812731038212e-9,TCGA-LUAD,cluster3_vs_cluster1
GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",1.1417746056921314,2.2370452802056047e-7,TCGA-LUAD,cluster3_vs_cluster2
GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",1.182407153937403,2.775878861095204e-4,TCGA-LUSC,cluster2_vs_cluster1
GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",1.1912815216455803,4.65137793911711e-4,TCGA-PRAD,cluster2_vs_cluster1
GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",1.536140089418778,0.02033549000518109,TCGA-READ,cluster2_vs_cluster1
GO:0001223,transcription coactivator binding,1.1721039618886813,0.02851131197498905,TCGA-COAD,cluster3_vs_cluster1
GO:0001223,transcription coactivator binding,1.3386758759113315,0.00196336250707106,TCGA-PAAD,cluster2_vs_cluster1
GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",1.0238196229114165,7.675971568584946e-4,TCGA-BLCA,cluster2_vs_cluster1
GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",1.098507968802984,1.320504481282258e-4,TCGA-BRCA,cluster2_vs_cluster1
GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",1.004749815014201,0.02204749473286388,TCGA-CESC,cluster2_vs_cluster1
GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",1.3716523764157933,1.2372993635709747e-5,TCGA-COAD,cluster2_vs_cluster1
GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",1.0560623303341747,0.028193441053415,TCGA-COAD,cluster3_vs_cluster1
GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",1.1568116009532905,8.406811653819435e-8,TCGA-COAD,cluster3_vs_cluster2
GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",1.1401420998218252,0.00718223795246718,TCGA-ESCA,cluster2_vs_cluster1
GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",1.0717948717948718,2.859887858901344e-5,TCGA-HNSC,cluster2_vs_cluster1
GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",0.9271764567234037,3.516376337307292e-4,TCGA-KIRC,cluster2_vs_cluster1
GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",1.1856079608017591,3.2565867207021018e-6,TCGA-KIRP,cluster2_vs_cluster1
GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",1.1878002832144845,1.019081491942039e-4,TCGA-LIHC,cluster2_vs_cluster1
GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",1.0299053148109751,5.825158996580079e-10,TCGA-LUAD,cluster2_vs_cluster1
GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",1.195063358089879,2.4970051783122187e-12,TCGA-LUAD,cluster3_vs_cluster1
GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",1.214965285544191,6.870545159738398e-11,TCGA-LUAD,cluster3_vs_cluster2
GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",1.015657427100077,1.586983791634838e-5,TCGA-LUSC,cluster2_vs_cluster1
GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",1.2594014192792196,2.327347752055784e-7,TCGA-PAAD,cluster2_vs_cluster1
GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",1.0866463197989145,3.069961922987833e-7,TCGA-PRAD,cluster2_vs_cluster1
GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",0.9490682359534818,0.02115901561158761,TCGA-READ,cluster2_vs_cluster1
GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",1.1280310224754668,2.6212860366306353e-4,TCGA-SARC,cluster2_vs_cluster1
GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",1.015800552892541,4.956071112993609e-4,TCGA-STAD,cluster2_vs_cluster1
GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",0.8891096493190733,3.0730018633137816e-4,TCGA-THYM,cluster2_vs_cluster1
GO:0001649,osteoblast differentiation,1.1438361660808576,0.01885499850034892,TCGA-KIRP,cluster2_vs_cluster1
GO:0001649,osteoblast differentiation,1.2338161606303335,0.0375062244220368,TCGA-LUSC,cluster2_vs_cluster1
GO:0001671,ATPase activator activity,1.195828719084533,0.03709648376542997,TCGA-KIRP,cluster2_vs_cluster1
GO:0001671,ATPase activator activity,1.4780089424217535,0.00101961568771975,TCGA-LUSC,cluster2_vs_cluster1
GO:0001671,ATPase activator activity,1.456478733926805,0.00241770217177857,TCGA-STAD,cluster2_vs_cluster1
GO:0001678,intracellular glucose homeostasis,1.063525935653316,0.004032067113752,TCGA-KIRC,cluster2_vs_cluster1
GO:0001678,intracellular glucose homeostasis,1.6772559171597636,0.00780279284285389,TCGA-LIHC,cluster2_vs_cluster1
GO:0001678,intracellular glucose homeostasis,0.842303692147686,0.01438584653184775,TCGA-LUAD,cluster3_vs_cluster1
GO:0001726,ruffle,1.1870182555780933,2.724784949375783e-4,TCGA-HNSC,cluster2_vs_cluster1
GO:0001726,ruffle,1.074104774535809,0.01074851048408354,TCGA-LIHC,cluster2_vs_cluster1
GO:0001726,ruffle,1.1375447714024862,1.4310854085126616e-5,TCGA-PAAD,cluster2_vs_cluster1
GO:0001726,ruffle,0.832391181458451,3.63325068296936e-4,TCGA-READ,cluster2_vs_cluster1
GO:0001784,phosphotyrosine residue binding,0.9420627020255684,2.949350588373039e-4,TCGA-BLCA,cluster2_vs_cluster1
GO:0001784,phosphotyrosine residue binding,1.1932069316308274,6.367118439398445e-8,TCGA-BRCA,cluster2_vs_cluster1
GO:0001784,phosphotyrosine residue binding,0.9932655139562642,0.04009462087403328,TCGA-COAD,cluster2_vs_cluster1
GO:0001784,phosphotyrosine residue binding,1.1619996173896407,0.03497109961857409,TCGA-COAD,cluster3_vs_cluster1
GO:0001784,phosphotyrosine residue binding,1.0822345412216687,0.04009462087403328,TCGA-COAD,cluster3_vs_cluster2
GO:0001784,phosphotyrosine residue binding,1.017444219066937,4.2182163975339383e-4,TCGA-HNSC,cluster2_vs_cluster1
GO:0001784,phosphotyrosine residue binding,1.2393516629259334,2.2845134695038e-6,TCGA-LIHC,cluster2_vs_cluster1
GO:0001784,phosphotyrosine residue binding,1.0839483223347894,0.00515176272761141,TCGA-LUAD,cluster2_vs_cluster1
GO:0001784,phosphotyrosine residue binding,1.1620208236971028,1.2797946062461223e-5,TCGA-LUSC,cluster2_vs_cluster1
GO:0001784,phosphotyrosine residue binding,1.213381089495985,0.00233120790489095,TCGA-PAAD,cluster2_vs_cluster1
GO:0001784,phosphotyrosine residue binding,0.9229591246204936,0.01620691033781684,TCGA-PRAD,cluster2_vs_cluster1
GO:0001784,phosphotyrosine residue binding,1.3002919175332968,1.0879599500674586e-4,TCGA-SARC,cluster2_vs_cluster1
GO:0001819,positive regulation of cytokine production,0.9886571719226857,0.04841993816498086,TCGA-BRCA,cluster2_vs_cluster1
GO:0001819,positive regulation of cytokine production,1.0641664385436629,0.01090488882114429,TCGA-LUSC,cluster2_vs_cluster1
GO:0001916,positive regulation of T cell mediated cytotoxicity,1.4123673884609795,0.00687576002255026,TCGA-BRCA,cluster2_vs_cluster1
GO:0001916,positive regulation of T cell mediated cytotoxicity,1.130715532286213,0.02706108753945606,TCGA-THYM,cluster2_vs_cluster1
GO:0001934,positive regulation of protein phosphorylation,1.2819299383717158,3.0449684498513e-4,TCGA-BLCA,cluster2_vs_cluster1
GO:0001934,positive regulation of protein phosphorylation,1.0412078797304305,1.5347430562252462e-4,TCGA-CESC,cluster2_vs_cluster1
GO:0001934,positive regulation of protein phosphorylation,1.0904636392505558,0.00616945802639577,TCGA-COAD,cluster2_vs_cluster1
GO:0001934,positive regulation of protein phosphorylation,0.9219285498032092,0.00492710274049233,TCGA-COAD,cluster3_vs_cluster2
GO:0001934,positive regulation of protein phosphorylation,1.2228024020589077,0.00213712714768679,TCGA-ESCA,cluster2_vs_cluster1
GO:0001934,positive regulation of protein phosphorylation,1.2785882352941176,2.1092609544942766e-5,TCGA-HNSC,cluster2_vs_cluster1
GO:0001934,positive regulation of protein phosphorylation,1.124078995939461,6.024315797070736e-5,TCGA-KIRP,cluster2_vs_cluster1
GO:0001934,positive regulation of protein phosphorylation,1.0827439353099733,2.1249887191730345e-7,TCGA-LUAD,cluster2_vs_cluster1
GO:0001934,positive regulation of protein phosphorylation,1.0949947997919918,0.00153937582054044,TCGA-LUAD,cluster3_vs_cluster1
GO:0001934,positive regulation of protein phosphorylation,1.152846975088968,1.1113864360532646e-5,TCGA-LUSC,cluster2_vs_cluster1
GO:0001934,positive regulation of protein phosphorylation,1.1040898528272658,2.7524267034915545e-4,TCGA-PRAD,cluster2_vs_cluster1
GO:0001934,positive regulation of protein phosphorylation,1.1826746031746034,0.04229278554627231,TCGA-SARC,cluster2_vs_cluster1
GO:0001934,positive regulation of protein phosphorylation,1.1533298429319372,5.976202732013105e-4,TCGA-THYM,cluster2_vs_cluster1
GO:0001938,positive regulation of endothelial cell proliferation,1.4236133636068764,0.00184123136449729,TCGA-BLCA,cluster2_vs_cluster1
GO:0001938,positive regulation of endothelial cell proliferation,1.594313453536755,7.923269006160214e-4,TCGA-COAD,cluster3_vs_cluster1
GO:0001938,positive regulation of endothelial cell proliferation,1.202240387526491,0.00168673034957438,TCGA-COAD,cluster3_vs_cluster2
GO:0001938,positive regulation of endothelial cell proliferation,1.5070208728652752,0.00128566479586239,TCGA-HNSC,cluster2_vs_cluster1
GO:0001938,positive regulation of endothelial cell proliferation,1.6231508875739644,0.01080783801609213,TCGA-LIHC,cluster2_vs_cluster1
GO:0001938,positive regulation of endothelial cell proliferation,1.3490833978827783,0.00781316708387697,TCGA-PRAD,cluster2_vs_cluster1
GO:0001938,positive regulation of endothelial cell proliferation,1.5319371727748692,0.01969300744840874,TCGA-THYM,cluster2_vs_cluster1
GO:0001968,fibronectin binding,1.9104768083036003,0.00715260009507652,TCGA-BLCA,cluster2_vs_cluster1
GO:0001968,fibronectin binding,1.8380721220527043,0.00589001441119613,TCGA-COAD,cluster3_vs_cluster1
GO:0001968,fibronectin binding,1.6049046321525886,0.0091358982600222,TCGA-COAD,cluster3_vs_cluster2
GO:0001968,fibronectin binding,2.011764705882353,0.00715260009507652,TCGA-HNSC,cluster2_vs_cluster1
GO:0001968,fibronectin binding,1.4511360525595405,0.01586312930936831,TCGA-LUSC,cluster2_vs_cluster1
GO:0001968,fibronectin binding,3.072280178837556,0.03424141660185128,TCGA-READ,cluster2_vs_cluster1
GO:0002020,protease binding,1.1844956211482325,5.87802120827965e-6,TCGA-BLCA,cluster2_vs_cluster1
GO:0002020,protease binding,1.1436893203883494,3.773527583890803e-6,TCGA-COAD,cluster3_vs_cluster1
GO:0002020,protease binding,1.1769300635785649,1.0250179002981512e-5,TCGA-COAD,cluster3_vs_cluster2
GO:0002020,protease binding,1.4305882352941175,3.193990063916331e-7,TCGA-HNSC,cluster2_vs_cluster1
GO:0002020,protease binding,1.1988837820091922,0.0021678598287668,TCGA-KIRC,cluster2_vs_cluster1
GO:0002020,protease binding,1.35051775147929,0.01957789333567964,TCGA-LIHC,cluster2_vs_cluster1
GO:0002020,protease binding,1.0964139063783191,1.7645809273550965e-6,TCGA-LUSC,cluster2_vs_cluster1
GO:0002020,protease binding,1.2795655125594023,4.5719405487978183e-4,TCGA-PAAD,cluster2_vs_cluster1
GO:0002020,protease binding,1.0949651432997676,3.825308377417837e-4,TCGA-PRAD,cluster2_vs_cluster1
GO:0002020,protease binding,1.3166915052160957,1.0563857925219416e-6,TCGA-READ,cluster2_vs_cluster1
GO:0002020,protease binding,1.2393309954140814,0.00786969648092131,TCGA-STAD,cluster2_vs_cluster1
GO:0002027,regulation of heart rate,1.5909797822706069,0.0194670489138329,TCGA-CESC,cluster2_vs_cluster1
GO:0002027,regulation of heart rate,2.070588235294118,0.0372439840204155,TCGA-HNSC,cluster2_vs_cluster1
GO:0002250,adaptive immune response,1.5484917288355498,0.00970543889986196,TCGA-BLCA,cluster2_vs_cluster1
GO:0002250,adaptive immune response,1.3008646998982707,0.0272340545223738,TCGA-BRCA,cluster2_vs_cluster1
GO:0002250,adaptive immune response,1.2135231316725978,0.00765931945398842,TCGA-LUSC,cluster2_vs_cluster1
GO:0002250,adaptive immune response,1.3890020366598776,0.00915777787605312,TCGA-PAAD,cluster2_vs_cluster1
GO:0002250,adaptive immune response,1.623809523809524,0.00765931945398842,TCGA-SARC,cluster2_vs_cluster1
GO:0002407,dendritic cell chemotaxis,1.7970599112426036,0.01133651890211941,TCGA-LIHC,cluster2_vs_cluster1
GO:0002407,dendritic cell chemotaxis,1.6258098366639293,4.912844466347748e-6,TCGA-LUSC,cluster2_vs_cluster1
GO:0002407,dendritic cell chemotaxis,1.8327110205928945,4.1746631456513206e-8,TCGA-PAAD,cluster2_vs_cluster1
GO:0002407,dendritic cell chemotaxis,2.011612021857923,0.04551783544910766,TCGA-READ,cluster2_vs_cluster1
GO:0002726,positive regulation of T cell cytokine production,1.4402349952365832,0.00697591410162526,TCGA-COAD,cluster2_vs_cluster1
GO:0002726,positive regulation of T cell cytokine production,1.1792251690067603,0.01018771904399383,TCGA-LUAD,cluster3_vs_cluster1
GO:0002862,negative regulation of inflammatory response to antigenic stimulus,1.2008711366479774,0.00289865137798853,TCGA-BLCA,cluster2_vs_cluster1
GO:0002862,negative regulation of inflammatory response to antigenic stimulus,1.176972823717483,0.00114878712405595,TCGA-BRCA,cluster2_vs_cluster1
GO:0002862,negative regulation of inflammatory response to antigenic stimulus,1.123266296809986,0.02869071898418106,TCGA-COAD,cluster3_vs_cluster1
GO:0002862,negative regulation of inflammatory response to antigenic stimulus,1.7114856297548604,3.3644835994388686e-4,TCGA-LIHC,cluster2_vs_cluster1
GO:0002862,negative regulation of inflammatory response to antigenic stimulus,1.0996266123557366,0.00156445265311225,TCGA-PAAD,cluster2_vs_cluster1
GO:0002862,negative regulation of inflammatory response to antigenic stimulus,1.2243008314436885,9.450075376712472e-4,TCGA-SARC,cluster2_vs_cluster1
GO:0003180,aortic valve morphogenesis,1.1430436470131613,0.02254261100672354,TCGA-COAD,cluster2_vs_cluster1
GO:0003180,aortic valve morphogenesis,1.4350359199553169,0.0015992435329677,TCGA-LUAD,cluster3_vs_cluster1
GO:0003341,cilium movement,2.0152410575427684,0.00527283121724031,TCGA-CESC,cluster2_vs_cluster1
GO:0003341,cilium movement,1.7463611859838275,5.126699998481094e-7,TCGA-LUAD,cluster2_vs_cluster1
GO:0003700,DNA-binding transcription factor activity,1.1786910322192603,1.432846299574605e-4,TCGA-BRCA,cluster2_vs_cluster1
GO:0003700,DNA-binding transcription factor activity,1.2993646721382812,0.00552723929113115,TCGA-CESC,cluster2_vs_cluster1
GO:0003700,DNA-binding transcription factor activity,1.1563930618687892,0.00158699062651052,TCGA-COAD,cluster2_vs_cluster1
GO:0003700,DNA-binding transcription factor activity,1.1883843707666777,1.5151773510320709e-7,TCGA-COAD,cluster3_vs_cluster2
GO:0003700,DNA-binding transcription factor activity,1.0589094031773294,0.01254167657277889,TCGA-HNSC,cluster2_vs_cluster1
GO:0003700,DNA-binding transcription factor activity,0.9470814901438286,0.03729948800206074,TCGA-KIRC,cluster2_vs_cluster1
GO:0003700,DNA-binding transcription factor activity,1.2743868101192837,2.6359098196498306e-5,TCGA-KIRP,cluster2_vs_cluster1
GO:0003700,DNA-binding transcription factor activity,1.3641914654688378,0.00122018604140979,TCGA-LIHC,cluster2_vs_cluster1
GO:0003700,DNA-binding transcription factor activity,1.109003088909438,3.777557737240352e-9,TCGA-LUAD,cluster2_vs_cluster1
GO:0003700,DNA-binding transcription factor activity,1.1681584051683236,1.7664490917671145e-7,TCGA-LUAD,cluster3_vs_cluster1
GO:0003700,DNA-binding transcription factor activity,1.1751110905298578,5.188646246850606e-7,TCGA-LUAD,cluster3_vs_cluster2
GO:0003700,DNA-binding transcription factor activity,1.1521996719025058,0.03996013932940192,TCGA-LUSC,cluster2_vs_cluster1
GO:0003700,DNA-binding transcription factor activity,1.1879178002091169,2.2258051016780453e-5,TCGA-PAAD,cluster2_vs_cluster1
GO:0003700,DNA-binding transcription factor activity,1.2088575030955464,4.415024513647616e-6,TCGA-PRAD,cluster2_vs_cluster1
GO:0003700,DNA-binding transcription factor activity,1.2010659251535163,0.00259101144204745,TCGA-SARC,cluster2_vs_cluster1
GO:0003700,DNA-binding transcription factor activity,1.1719825225156368,1.7134404068641057e-4,TCGA-THYM,cluster2_vs_cluster1
GO:0003779,actin binding,1.287955182072829,0.00276969858032875,TCGA-HNSC,cluster2_vs_cluster1
GO:0003779,actin binding,1.4138056444573754,8.134735263081934e-6,TCGA-PAAD,cluster2_vs_cluster1
GO:0003924,GTPase activity,1.03810245848786,0.0033604379157727,TCGA-BLCA,cluster2_vs_cluster1
GO:0003924,GTPase activity,1.0521853436124968,0.00194492568482979,TCGA-BRCA,cluster2_vs_cluster1
GO:0003924,GTPase activity,1.2544673249764222,3.999375679936786e-4,TCGA-CESC,cluster2_vs_cluster1
GO:0003924,GTPase activity,1.289022715185926,0.00379259696516135,TCGA-COAD,cluster2_vs_cluster1
GO:0003924,GTPase activity,1.1161029591629317,6.965697907551969e-4,TCGA-ESCA,cluster2_vs_cluster1
GO:0003924,GTPase activity,1.068131995437371,0.00379259696516135,TCGA-LIHC,cluster2_vs_cluster1
GO:0003924,GTPase activity,1.115146299483649,6.410353395037268e-7,TCGA-LUAD,cluster2_vs_cluster1
GO:0003924,GTPase activity,1.1366025725366364,0.02245805593893964,TCGA-LUAD,cluster3_vs_cluster1
GO:0003924,GTPase activity,1.2180218272487706,3.245684882426515e-4,TCGA-LUSC,cluster2_vs_cluster1
GO:0003924,GTPase activity,0.8744018845238387,0.00526752704444427,TCGA-PAAD,cluster2_vs_cluster1
GO:0003924,GTPase activity,1.1085239486217526,4.521889584497863e-4,TCGA-PRAD,cluster2_vs_cluster1
GO:0003924,GTPase activity,1.2803531586664116,6.600772002309475e-6,TCGA-SARC,cluster2_vs_cluster1
GO:0003924,GTPase activity,1.137106288656108,0.00252750333645219,TCGA-STAD,cluster2_vs_cluster1
GO:0004115,"3',5'-cyclic-AMP phosphodiesterase activity",1.5266977708657337,1.9036297811316727e-5,TCGA-CESC,cluster2_vs_cluster1
GO:0004115,"3',5'-cyclic-AMP phosphodiesterase activity",1.3411764705882352,3.334153910362594e-7,TCGA-HNSC,cluster2_vs_cluster1
GO:0004115,"3',5'-cyclic-AMP phosphodiesterase activity",1.4390924956369984,7.301710143310053e-4,TCGA-THYM,cluster2_vs_cluster1
GO:0004143,ATP-dependent diacylglycerol kinase activity,1.1462860849821603,7.937531428752158e-5,TCGA-BLCA,cluster2_vs_cluster1
GO:0004143,ATP-dependent diacylglycerol kinase activity,1.3481688708036623,4.2607207286447085e-6,TCGA-BRCA,cluster2_vs_cluster1
GO:0004143,ATP-dependent diacylglycerol kinase activity,1.021151178918169,0.00860597896909656,TCGA-COAD,cluster3_vs_cluster1
GO:0004143,ATP-dependent diacylglycerol kinase activity,1.3474406634257936,2.285181311181737e-6,TCGA-ESCA,cluster2_vs_cluster1
GO:0004143,ATP-dependent diacylglycerol kinase activity,1.7403151674326989,0.00629074814201741,TCGA-KIRC,cluster2_vs_cluster1
GO:0004143,ATP-dependent diacylglycerol kinase activity,1.3045404208194906,1.1800396602957856e-4,TCGA-KIRP,cluster2_vs_cluster1
GO:0004143,ATP-dependent diacylglycerol kinase activity,1.0720228809152366,2.687128451933818e-6,TCGA-LUAD,cluster3_vs_cluster1
GO:0004143,ATP-dependent diacylglycerol kinase activity,0.7784826856991806,2.2416299277853776e-4,TCGA-LUAD,cluster3_vs_cluster2
GO:0004143,ATP-dependent diacylglycerol kinase activity,1.3995247793618466,2.2416299277853776e-4,TCGA-PAAD,cluster2_vs_cluster1
GO:0004143,ATP-dependent diacylglycerol kinase activity,1.2166279369997417,5.5753798697646146e-8,TCGA-PRAD,cluster2_vs_cluster1
GO:0004143,ATP-dependent diacylglycerol kinase activity,1.4023809523809525,3.3498283807241584e-8,TCGA-SARC,cluster2_vs_cluster1
GO:0004175,endopeptidase activity,1.1768537139150177,0.01987300766603895,TCGA-BLCA,cluster2_vs_cluster1
GO:0004175,endopeptidase activity,1.143611676849966,0.03933048582146541,TCGA-PAAD,cluster2_vs_cluster1
GO:0004252,serine-type endopeptidase activity,1.381001807145174,0.00595017711587241,TCGA-BLCA,cluster2_vs_cluster1
GO:0004252,serine-type endopeptidase activity,1.1942857142857142,0.03084200913181708,TCGA-HNSC,cluster2_vs_cluster1
GO:0004435,phosphatidylinositol phospholipase C activity,1.0075508864084044,3.8940007786505256e-5,TCGA-KIRC,cluster2_vs_cluster1
GO:0004435,phosphatidylinositol phospholipase C activity,1.1948787061994608,0.0108779800461833,TCGA-LUAD,cluster2_vs_cluster1
GO:0004435,phosphatidylinositol phospholipase C activity,0.9752990119604784,1.4632786129916195e-4,TCGA-LUAD,cluster3_vs_cluster1
GO:0004435,phosphatidylinositol phospholipase C activity,1.5047522063815344,1.753545579897615e-8,TCGA-PAAD,cluster2_vs_cluster1
GO:0004435,phosphatidylinositol phospholipase C activity,1.3206816421378778,3.512494942783003e-4,TCGA-PRAD,cluster2_vs_cluster1
GO:0004435,phosphatidylinositol phospholipase C activity,1.1727513227513229,0.00199084624858818,TCGA-SARC,cluster2_vs_cluster1
GO:0004438,phosphatidylinositol-3-phosphate phosphatase activity,1.510448457104103,6.457098760950516e-5,TCGA-BRCA,cluster2_vs_cluster1
GO:0004438,phosphatidylinositol-3-phosphate phosphatase activity,1.8860220175717155,3.4469033658219336e-10,TCGA-COAD,cluster2_vs_cluster1
GO:0004438,phosphatidylinositol-3-phosphate phosphatase activity,1.3895481841578496,3.560427812369985e-4,TCGA-ESCA,cluster2_vs_cluster1
GO:0004438,phosphatidylinositol-3-phosphate phosphatase activity,1.434313725490196,2.0067904722828364e-4,TCGA-HNSC,cluster2_vs_cluster1
GO:0004438,phosphatidylinositol-3-phosphate phosphatase activity,1.3951335055986218,1.1395492826399252e-6,TCGA-KIRP,cluster2_vs_cluster1
GO:0004438,phosphatidylinositol-3-phosphate phosphatase activity,1.1980399408284024,0.02481029945687822,TCGA-LIHC,cluster2_vs_cluster1
GO:0004438,phosphatidylinositol-3-phosphate phosphatase activity,1.0187106918238993,9.989157961950107e-4,TCGA-LUAD,cluster2_vs_cluster1
GO:0004438,phosphatidylinositol-3-phosphate phosphatase activity,1.123071589530248,5.0511019474248385e-8,TCGA-LUAD,cluster3_vs_cluster1
